,ip,date,asn,dns_name,port,pep_link
261,65.181.1.218,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[541],[False]
262,116.91.216.28,2025-05-17,14593,['customer.prthaus1.pop.starlinkisp.net'],[541],[False]
263,145.224.68.67,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[161 500],[False False]
264,98.97.78.116,2025-05-17,14593,['customer.lgosnga1.pop.starlinkisp.net'],[  31   33  333  443  500 1701 1723 2000 8729 9000],[False False False False False False False False False False]
265,129.222.121.153,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[ 1701  1723 19999],[False False False]
266,129.222.20.125,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[500],[False]
267,98.97.135.48,2025-05-17,14593,['customer.bnssarg1.pop.starlinkisp.net'],[80],[False]
268,98.97.148.127,2025-05-17,14593,['customer.bnssarg1.pop.starlinkisp.net'],[500],[False]
269,135.129.114.197,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 22 443 500],[False False False]
270,148.222.218.235,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[1701],[False]
271,129.224.212.62,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[500],[False]
272,217.65.140.58,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[ 5312 32015],[ True  True]
273,129.224.198.197,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
274,138.84.55.175,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[  90  541 4443],[False False False]
275,129.222.75.103,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[161],[False]
276,14.1.72.124,2025-05-17,14593,['customer.mlbeaus1.pop.starlinkisp.net'],[   80  1723  5900 50443],[False False False False]
277,129.222.172.7,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[10443],[False]
278,148.222.215.87,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 22 443 541],[False False False]
279,209.198.151.91,2025-05-17,14593,['customer.nrbiken1.pop.starlinkisp.net'],[  21  500 1701 1723 8080],[False False False False False]
280,129.222.7.91,2025-05-17,14593,['customer.ashnvax2.pop.starlinkisp.net'],[541],[False]
281,129.222.115.66,2025-05-17,14593,['customer.mplsmnx1.pop.starlinkisp.net'],[500],[False]
282,162.43.194.237,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[  161 32015],[False  True]
283,148.222.195.21,2025-05-17,14593,['customer.bnssarg1.pop.starlinkisp.net'],[  80  161  541 9443],[False False False False]
284,129.222.199.59,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[541],[False]
285,129.222.215.251,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[7500],[False]
286,98.97.31.230,2025-05-17,14593,['customer.snjecax1.pop.starlinkisp.net'],[4433],[False]
287,209.198.152.44,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[1194],[False]
288,129.222.182.191,2025-05-17,14593,[],[500],[False]
289,149.19.172.116,2025-05-17,14593,['customer.splobra1.pop.starlinkisp.net'],[  500  1701 49512 49513 49514 49515 49841 49843 49851],[False False False False False False False False False]
290,65.181.21.155,2025-05-17,14593,['customer.prthaus1.pop.starlinkisp.net'],[500],[False]
291,129.224.210.76,2025-05-17,14593,['customer.mplsmnx1.pop.starlinkisp.net'],[500],[False]
292,135.129.120.220,2025-05-17,14593,[],[500],[False]
293,143.105.64.94,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[500],[False]
294,129.222.248.220,2025-05-17,14593,['customer.atlagax1.pop.starlinkisp.net'],[8443],[False]
295,129.222.110.59,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[  90  541 4443],[False False False]
296,143.105.104.154,2025-05-17,14593,['customer.sltyutx1.pop.starlinkisp.net'],[ 500 1701],[False False]
297,148.222.210.244,2025-05-17,14593,[],[  21   80  161  443 7547],[False False False False False]
298,14.1.93.245,2025-05-17,14593,['customer.prthaus1.pop.starlinkisp.net'],[500],[False]
299,143.105.150.130,2025-05-17,14593,['undefined.hostname.localhost'],[  22   80  500 4433],[False False False False]
300,176.116.125.1,2025-05-17,14593,['customer.mdrdesp1.pop.starlinkisp.net'],[123],[False]
301,138.84.40.186,2025-05-17,14593,['customer.bgtacol1.pop.starlinkisp.net'],[  53   80  161 1701 2000 2323],[False False False False False False]
302,148.222.196.122,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[ 80 443],[False False]
303,129.222.108.141,2025-05-17,14593,['customer.jhngzaf1.pop.starlinkisp.net'],[  22   80  443 3389],[False False False False]
304,143.105.110.103,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[ 1723 32015],[False  True]
305,129.222.173.175,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 80 443],[False False]
306,129.222.212.185,2025-05-17,14593,['customer.nrbiken1.pop.starlinkisp.net'],[161],[False]
307,129.224.193.240,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
308,129.224.193.149,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[8443],[False]
309,98.97.90.82,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[  25   80  143  443  465  587  993 8443],[False False False False False False False False]
310,98.97.57.231,2025-05-17,14593,['customer.lsancax1.pop.starlinkisp.net'],[500],[False]
311,129.222.82.147,2025-05-17,14593,['customer.atlagax1.pop.starlinkisp.net'],[443],[ True]
312,148.222.211.58,2025-05-17,14593,['customer.splobra1.pop.starlinkisp.net'],[ 161 1701 2000 2205],[False False False False]
313,216.234.202.137,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[500],[False]
314,129.224.200.48,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[443],[False]
315,206.83.107.99,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[500],[False]
316,169.155.238.76,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[5550 9090],[False False]
317,98.97.119.221,2025-05-17,14593,['customer.tmpeazx1.pop.starlinkisp.net'],[ 161 2000],[False False]
318,129.222.30.158,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[123 500],[False False]
319,148.222.219.120,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 22  80 443 541],[False False False False]
320,206.83.107.166,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[3400],[False]
321,216.128.2.2,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[500],[False]
322,143.105.67.65,2025-05-17,14593,['customer.bgtacol1.pop.starlinkisp.net'],[445],[False]
323,145.224.69.96,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[500],[False]
324,129.222.68.157,2025-05-17,14593,['customer.bgtacol1.pop.starlinkisp.net'],[  161 32015],[False  True]
325,200.189.17.237,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[ 80 443],[False False]
326,148.222.211.16,2025-05-17,14593,['customer.splobra1.pop.starlinkisp.net'],[ 500 1701 2208 8088],[False False False False]
327,14.1.73.89,2025-05-17,14593,['customer.mlbeaus1.pop.starlinkisp.net'],[500],[False]
328,14.1.80.200,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[500],[False]
329,98.97.60.208,2025-05-17,14593,['customer.snjecax1.pop.starlinkisp.net'],[   22   264   500  4434 18264],[False False False False False]
330,14.1.66.140,2025-05-17,14593,['customer.mnlaphl1.pop.starlinkisp.net'],[443 541],[False False]
331,138.84.50.35,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[161 500],[False False]
332,169.155.234.57,2025-05-17,14593,['customer.mdrdesp1.pop.starlinkisp.net'],[  80  123  554 3702 8080],[False False False False False]
333,14.1.91.13,2025-05-17,14593,['customer.tkyojpn1.pop.starlinkisp.net'],[  22  111  111 3128 8006],[False False False False False]
334,129.222.90.160,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[ 161 4443],[False  True]
335,216.128.27.81,2025-05-17,14593,[],[2000],[False]
336,129.222.114.31,2025-05-17,14593,['customer.mplsmnx1.pop.starlinkisp.net'],[500],[False]
337,129.222.123.94,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[  443 32015],[ True  True]
338,129.224.218.10,2025-05-17,14593,['undefined.hostname.localhost'],[ 22 137],[False False]
339,98.97.148.38,2025-05-17,14593,['customer.bnssarg1.pop.starlinkisp.net'],[500],[False]
340,129.222.199.94,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[161 500],[False False]
341,148.222.196.138,2025-05-17,14593,['customer.limaper1.pop.starlinkisp.net'],[ 80 443],[False False]
342,138.84.60.34,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[  90  541 4443],[False False False]
343,129.222.168.98,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[  53 8887],[False False]
344,129.222.169.70,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[  80  443 1194 1723],[False False False False]
345,129.222.137.185,2025-05-17,14593,['customer.clgycan1.pop.starlinkisp.net'],[  123 20022 20443 30022 30443],[False False False False False]
346,98.97.30.145,2025-05-17,14593,['customer.snjecax1.pop.starlinkisp.net'],[500],[False]
347,135.129.112.21,2025-05-17,14593,[],[500],[False]
348,148.222.219.144,2025-05-17,14593,[],[541],[False]
349,169.155.232.73,2025-05-17,14593,['customer.mlnnita1.pop.starlinkisp.net'],[  80  443 5000 5001 5090 8888],[False False False False False False]
350,135.129.114.26,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[3000],[False]
351,217.142.17.248,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[ 443 8443],[False False]
352,129.222.56.169,2025-05-17,14593,['customer.tmpeazx1.pop.starlinkisp.net'],[  21   22   23   53   80 1433 1701 1723 2000 8728],[False False False False False False False False False False]
353,145.224.89.39,2025-05-17,14593,[],[ 443  444  500 8081],[False False False False]
354,14.1.73.69,2025-05-17,14593,['customer.mlbeaus1.pop.starlinkisp.net'],[ 80 443],[False False]
355,143.105.71.38,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[ 22  80 123 161 443],[False False False False False]
356,145.224.71.37,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[1701 1723],[False False]
357,217.142.30.2,2025-05-17,14593,['customer.dohaqat1.pop.starlinkisp.net'],[8885],[False]
358,138.84.44.172,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[  90  541 4443],[False False False]
359,188.92.254.26,2025-05-17,14593,['customer.sfiabgr1.pop.starlinkisp.net'],[   80   443   500  8080  8443  8843  8880  8900  8901  9443 11083],[False False False False False False False False False False False]
360,98.97.95.133,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
361,216.234.196.88,2025-05-17,14593,['customer.ashnvax2.pop.starlinkisp.net'],[19601 19602 19606 19607],[False False False False]
362,216.234.210.18,2025-05-17,14593,[],[  22  443  541 8080],[False False False False]
363,14.1.82.8,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[9999],[False]
364,143.105.142.136,2025-05-17,14593,['undefined.hostname.localhost'],[1701 4002 4003 5002 5003 5004 5005 5006 5008],[False False False False False False False False False]
365,98.97.119.53,2025-05-17,14593,['customer.tmpeazx1.pop.starlinkisp.net'],[500],[False]
366,98.97.31.239,2025-05-17,14593,['customer.snjecax1.pop.starlinkisp.net'],[ 1501  1502  1503  1601  7001 10554 10555 10556],[False False False False False False False False]
367,98.97.28.116,2025-05-17,14593,['customer.snjecax1.pop.starlinkisp.net'],[500],[False]
368,212.105.137.31,2025-05-17,14593,['customer.nrbiken1.pop.starlinkisp.net'],"[   53    80    88   123   135   137   139   389   443   445   593  1433
  3388  3389  5357  5985 47001]","[False False False False False False False False False False False False
 False False False False False]"
369,129.224.195.207,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
370,148.222.133.208,2025-05-17,14593,[],[443],[False]
371,169.155.253.136,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[ 22 161 443],[False False False]
372,145.224.70.171,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[541],[False]
373,216.234.203.63,2025-05-17,14593,['customer.frtabra1.pop.starlinkisp.net'],[ 161 2000],[False False]
374,206.83.107.85,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[500],[False]
375,143.105.54.137,2025-05-17,14593,[],[ 443 4443 8443],[False False False]
376,169.155.228.39,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[ 22 161 443],[False False False]
377,179.60.170.158,2025-05-17,14593,['customer.frtabra1.pop.starlinkisp.net'],[ 161 1701 2000 2205],[False False False False]
378,168.140.246.214,2025-05-17,14593,[],[161],[False]
379,65.181.0.47,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[161],[False]
380,143.105.47.21,2025-05-17,14593,['customer.jhngzaf1.pop.starlinkisp.net'],[ 500 4081 4090],[False False False]
381,129.222.19.62,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[ 500 6651],[False False]
382,98.97.186.237,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[500],[False]
383,145.224.125.20,2025-05-17,14593,['customer.nrbiken1.pop.starlinkisp.net'],[  53 1723 2000 8728],[False False False False]
384,66.9.185.119,2025-05-17,14593,['customer.lsancax1.pop.starlinkisp.net'],[500],[False]
385,138.84.44.207,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[161],[False]
386,98.97.94.76,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
387,98.97.188.217,2025-05-17,14593,[],[541],[False]
388,129.224.195.14,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
389,129.222.168.188,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 80 443],[False False]
390,98.97.186.165,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[32015],[ True]
391,65.181.21.127,2025-05-17,14593,[],[541],[False]
392,14.1.89.239,2025-05-17,14593,['customer.mnlaphl1.pop.starlinkisp.net'],[  53 2000 8443],[False False False]
393,116.91.211.186,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[500],[False]
394,212.105.146.18,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[ 443 3400],[False False]
395,149.19.175.254,2025-05-17,14593,['customer.splobra1.pop.starlinkisp.net'],[   80   264   443   500 18264],[False False False False False]
396,129.222.63.25,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[500],[False]
397,65.181.2.207,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[500],[False]
398,129.222.48.244,2025-05-17,14593,['customer.mmmiflx1.pop.starlinkisp.net'],[  161 32015],[False  True]
399,212.105.130.169,2025-05-17,14593,['customer.wrswpol1.pop.starlinkisp.net'],[500],[False]
400,143.105.36.189,2025-05-17,14593,['customer.nrbiken1.pop.starlinkisp.net'],[1701],[False]
401,129.222.162.76,2025-05-17,14593,[],[80],[False]
402,129.222.238.209,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[ 53 853],[False False]
403,129.222.111.165,2025-05-17,14593,['customer.qrtomex1.pop.starlinkisp.net'],[161],[False]
404,145.224.68.51,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[443],[ True]
405,216.128.27.229,2025-05-17,14593,['customer.sfiabgr1.pop.starlinkisp.net'],[   80   443   500 13502],[False False False False]
406,129.222.144.224,2025-05-17,14593,['customer.nrbiken1.pop.starlinkisp.net'],[80],[False]
407,14.1.82.32,2025-05-17,14593,[],[541],[False]
408,216.234.219.158,2025-05-17,14593,['customer.nrbiken1.pop.starlinkisp.net'],[ 22  53 123 161 199 830],[False False False False False False]
409,14.1.86.129,2025-05-17,14593,['customer.sydyaus1.pop.starlinkisp.net'],[32015],[ True]
410,169.155.229.13,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[45403],[False]
411,143.105.173.201,2025-05-17,14593,[],[1701],[False]
412,148.222.195.205,2025-05-17,14593,['customer.bnssarg1.pop.starlinkisp.net'],[ 80 554],[False False]
413,209.198.133.37,2025-05-17,14593,['customer.mlnnita1.pop.starlinkisp.net'],[ 500 1701],[False False]
414,129.222.199.117,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[500],[False]
415,129.222.239.112,2025-05-17,14593,['customer.nwyynyx1.pop.starlinkisp.net'],[541],[False]
416,129.222.69.197,2025-05-17,14593,[],[21],[False]
417,129.222.249.81,2025-05-17,14593,['customer.atlagax1.pop.starlinkisp.net'],[500],[False]
418,212.105.146.26,2025-05-17,14593,['customer.lndngbr1.pop.starlinkisp.net'],[ 443 1194],[False False]
419,116.91.208.153,2025-05-17,14593,['customer.mnlaphl1.pop.starlinkisp.net'],[ 22 123 161 830],[False False False False]
420,179.60.170.100,2025-05-17,14593,['customer.frtabra1.pop.starlinkisp.net'],[ 161 2000],[False False]
421,65.181.20.79,2025-05-17,14593,['customer.prthaus1.pop.starlinkisp.net'],[ 80 443],[False False]
422,145.224.115.15,2025-05-17,14593,['customer.mdrdesp1.pop.starlinkisp.net'],[443],[ True]
423,217.65.136.222,2025-05-17,14593,['customer.mdrdesp1.pop.starlinkisp.net'],[32015],[ True]
424,65.181.21.47,2025-05-17,14593,['customer.prthaus1.pop.starlinkisp.net'],[541],[False]
425,98.97.95.90,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[  80  135  137  139  445 3389 5357],[False False False False False False False]
426,200.189.31.20,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 161 2000],[False False]
427,129.222.41.131,2025-05-17,14593,['customer.mplsmnx1.pop.starlinkisp.net'],[  22 8443],[False False]
428,98.97.138.160,2025-05-17,14593,['customer.lsancax1.pop.starlinkisp.net'],[ 80 443],[False False]
429,206.83.101.126,2025-05-17,14593,['customer.acklnzl1.pop.starlinkisp.net'],[ 122 1443],[False False]
430,129.222.72.127,2025-05-17,14593,['customer.dllstxx1.pop.starlinkisp.net'],[500],[False]
431,148.222.208.191,2025-05-17,14593,['customer.frtabra1.pop.starlinkisp.net'],[5312],[ True]
432,98.97.29.136,2025-05-17,14593,['customer.snjecax1.pop.starlinkisp.net'],[500],[False]
433,206.83.111.6,2025-05-17,14593,['customer.prthaus1.pop.starlinkisp.net'],[8443],[False]
434,98.97.78.98,2025-05-17,14593,['customer.lgosnga1.pop.starlinkisp.net'],[2000],[False]
435,98.97.98.122,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[123],[False]
436,129.222.205.57,2025-05-17,14593,['customer.lgosnga1.pop.starlinkisp.net'],[  21   22   23   80 2000 8728 8729],[False False False False False False False]
437,169.155.250.40,2025-05-17,14593,['customer.mdrdesp1.pop.starlinkisp.net'],[8080],[False]
438,143.105.79.40,2025-05-17,14593,['customer.sntochl1.pop.starlinkisp.net'],[ 22 443 541],[False False False]
439,145.224.79.17,2025-05-17,14593,['customer.frntdeu1.pop.starlinkisp.net'],[ 22 161 443],[False False False]
440,129.222.28.97,2025-05-17,14593,['customer.chcoilx1.pop.starlinkisp.net'],[500],[False]
441,98.97.66.212,2025-05-17,14593,['customer.sttlwax1.pop.starlinkisp.net'],[  80  443  500 1701 1723],[False False False False False]
